35.0,5.0,35.0,0.0,32.0,0.0,35.0,0.0,20.0,0.0,39.0,21.0,10.0,19.0,48.0,38.0,10.0,47.0,47.0,59.0,12.0,66.0,43.0,77.0,23.0,77.0,69.0,94.0,0.0,82.0,100.0,100.0,23.0,96.0
30.0,5.0,31.0,0.0,26.0,0.0,33.0,0.0,17.0,0.0,36.0,21.0,13.0,19.0,51.0,32.0,13.0,41.0,46.0,55.0,17.0,53.0,42.0,69.0,23.0,71.0,68.0,91.0,0.0,71.0,100.0,100.0,23.0,89.0
31.0,5.0,33.0,0.0,28.0,0.0,34.0,3.0,17.0,0.0,36.0,21.0,12.0,16.0,50.0,32.0,13.0,35.0,46.0,55.0,17.0,53.0,41.0,66.0,21.0,69.0,68.0,91.0,0.0,71.0,100.0,100.0,21.0,89.0
33.0,13.0,35.0,5.0,28.0,8.0,35.0,0.0,17.0,8.0,38.0,20.0,10.0,15.0,51.0,30.0,12.0,32.0,46.0,54.0,14.0,52.0,41.0,69.0,22.0,69.0,69.0,88.0,0.0,74.0,100.0,100.0,30.0,81.0
29.0,15.0,31.0,8.0,24.0,10.0,31.0,0.0,13.0,8.0,34.0,18.0,8.0,18.0,48.0,28.0,12.0,18.0,45.0,53.0,15.0,58.0,42.0,68.0,24.0,73.0,69.0,90.0,0.0,75.0,100.0,100.0,23.0,88.0
22.0,6.0,23.0,0.0,17.0,3.0,27.0,0.0,10.0,4.0,30.0,19.0,9.0,14.0,48.0,30.0,19.0,36.0,43.0,49.0,15.0,46.0,37.0,59.0,23.0,60.0,64.0,84.0,0.0,59.0,100.0,100.0,22.0,76.0
23.0,5.0,25.0,0.0,19.0,3.0,28.0,0.0,10.0,3.0,32.0,19.0,12.0,17.0,51.0,31.0,19.0,39.0,45.0,49.0,20.0,61.0,41.0,61.0,23.0,61.0,66.0,86.0,0.0,59.0,100.0,100.0,23.0,76.0
33.0,10.0,37.0,3.0,28.0,5.0,40.0,0.0,19.0,3.0,40.0,21.0,12.0,21.0,53.0,35.0,12.0,42.0,48.0,56.0,15.0,61.0,45.0,75.0,22.0,75.0,69.0,94.0,0.0,80.0,100.0,100.0,20.0,98.0
31.0,8.0,34.0,3.0,28.0,3.0,38.0,0.0,19.0,0.0,39.0,20.0,14.0,20.0,51.0,32.0,17.0,40.0,46.0,54.0,16.0,57.0,45.0,74.0,23.0,74.0,70.0,93.0,0.0,76.0,100.0,100.0,21.0,98.0
30.0,8.0,33.0,3.0,26.0,0.0,38.0,3.0,21.0,0.0,40.0,22.0,14.0,20.0,52.0,37.0,16.0,40.0,47.0,57.0,16.0,59.0,44.0,76.0,23.0,74.0,71.0,93.0,0.0,79.0,100.0,100.0,21.0,96.0
