52.0,3.0,60.0,0.0,45.0,0.0,67.0,4.0,30.0,4.0,86.0,18.0,12.0,18.0,100.0,34.0,0.0,35.0,100.0,48.0,8.0,49.0,75.0,51.0,30.0,51.0,75.0,76.0,34.0,76.0,71.0,100.0,38.0,99.0
66.0,3.0,70.0,0.0,57.0,0.0,74.0,2.0,31.0,2.0,79.0,18.0,5.0,18.0,92.0,32.0,0.0,36.0,100.0,46.0,22.0,50.0,74.0,50.0,31.0,52.0,87.0,76.0,27.0,77.0,87.0,99.0,31.0,100.0
78.0,3.0,78.0,0.0,69.0,0.0,73.0,3.0,41.0,2.0,78.0,18.0,14.0,15.0,87.0,35.0,14.0,35.0,100.0,48.0,46.0,48.0,82.0,48.0,37.0,48.0,78.0,75.0,28.0,75.0,69.0,99.0,0.0,100.0
93.0,3.0,93.0,0.0,77.0,0.0,54.0,2.0,39.0,2.0,47.0,15.0,0.0,14.0,70.0,34.0,0.0,33.0,100.0,48.0,39.0,48.0,54.0,48.0,16.0,48.0,54.0,75.0,39.0,74.0,39.0,99.0,0.0,100.0
83.0,3.0,89.0,0.0,77.0,0.0,36.0,0.0,48.0,2.0,18.0,14.0,42.0,15.0,18.0,33.0,71.0,36.0,89.0,48.0,100.0,50.0,24.0,48.0,42.0,49.0,83.0,72.0,30.0,74.0,95.0,96.0,0.0,100.0
88.0,3.0,88.0,0.0,80.0,0.0,55.0,2.0,63.0,3.0,38.0,14.0,67.0,15.0,38.0,34.0,84.0,36.0,88.0,49.0,100.0,51.0,46.0,49.0,67.0,49.0,71.0,75.0,67.0,75.0,84.0,100.0,0.0,95.0
0.0,4.0,15.0,0.0,0.0,2.0,58.0,2.0,43.0,2.0,93.0,15.0,50.0,15.0,100.0,34.0,29.0,35.0,50.0,48.0,0.0,48.0,65.0,51.0,50.0,49.0,8.0,74.0,58.0,74.0,36.0,100.0,79.0,99.0
24.0,3.0,30.0,0.0,24.0,0.0,65.0,2.0,65.0,2.0,77.0,15.0,77.0,14.0,48.0,32.0,77.0,33.0,0.0,46.0,6.0,46.0,71.0,49.0,71.0,49.0,83.0,75.0,24.0,72.0,100.0,100.0,12.0,96.0
8.0,3.0,12.0,0.0,8.0,0.0,35.0,2.0,35.0,2.0,43.0,15.0,35.0,15.0,27.0,35.0,47.0,35.0,12.0,50.0,16.0,50.0,31.0,52.0,31.0,50.0,31.0,77.0,16.0,77.0,100.0,98.0,0.0,100.0
27.0,3.0,37.0,0.0,32.0,0.0,64.0,2.0,74.0,2.0,69.0,16.0,90.0,14.0,58.0,32.0,95.0,33.0,27.0,49.0,69.0,44.0,48.0,52.0,85.0,49.0,16.0,75.0,85.0,75.0,0.0,100.0,100.0,100.0
9.0,2.0,17.0,0.0,12.0,0.0,37.0,3.0,40.0,2.0,40.0,17.0,56.0,16.0,33.0,35.0,48.0,34.0,12.0,51.0,48.0,50.0,24.0,51.0,52.0,50.0,5.0,75.0,45.0,74.0,0.0,100.0,100.0,94.0
